Symbol,DY,PB,PCYH,PCYL,PE,PEG,PS,SR,SECTOR
COHU,1.32,2.02,-0.159,0.8181999999999999,44.5,1.25,1.67,1.56,Capital Goods
CLCT,5.6,16.08,-0.127,0.5218,22.9,0.0,3.25,2.12,Miscellaneous
CIGI,0.28,9.66,-0.0363,0.611,27.36,1.26,1.07,0.76,Finance
CBAN,0.74,1.33,-0.0687,0.5398,15.76,0.0,2.44,1.76,Finance
COLB,2.29,1.76,-0.16620000000000001,0.45549999999999996,19.63,1.88,5.29,7.89,Finance
COLM,1.35,2.37,-0.1506,0.046900000000000004,19.42,2.35,1.55,5.54,Consumer Non-Durables
CMCO,0.65,1.69,-0.1392,0.8231999999999999,26.21,1.88,0.81,11.62,Capital Goods
CMCSA,1.56,3.48,-0.002,0.3628,21.7,1.7,2.34,4.72,Consumer Services
CBSH,1.65,2.3,-0.10529999999999999,0.2779,20.29,3.49,4.9,6.59,Finance
CBSHP,5.78,1.09,-0.1313,0.0489,9.7,0.0,2.33,0.15,Finance
CHUBA,0.0,20.21,-0.0129,0.4436,54.6,0.0,7.2,7.5,Technology
CHUBK,0.0,20.38,-0.0562,0.4534,54.89,0.0,7.26,2.34,Technology
CVGI,0.0,3.38,-0.1736,1.3381999999999998,49.69,1.61,0.37,0.62,Capital Goods
COMM,0.0,5.12,-0.1364,0.32420000000000004,29.85,1.92,1.46,1.42,Technology
ESXB,0.0,1.53,-0.0353,0.6238,18.22,0.0,3.83,0.48,Finance
CTBI,2.95,1.5,-0.1675,0.2958,15.98,3.15,4.44,6.42,Finance
CWBC,1.57,1.24,-0.0479,0.3967,16.1,0.0,2.57,0.9,Finance
CVLT,0.0,5.61,-0.0479,0.3453,5560.0,2.33,3.83,3.04,Technology
CPSI,2.39,2.88,-0.2182,0.8219,76.79,1.14,1.72,43.2,Technology
CNMD,1.58,2.45,-0.0138,0.3508,115.69,4.39,1.83,8.46,Health Care
CTWS,2.22,2.43,-0.10189999999999999,0.1793,24.67,4.75,6.22,7.2,Public Utilities
CNOB,1.37,1.29,-0.1782,0.45130000000000003,20.94,1.42,6.52,5.99,Finance
CNSL,7.87,6.59,-0.3556,0.0109,330.17,21.87,1.38,7.7,Public Utilities
CWCO,2.55,1.19,-0.1754,0.19899999999999998,38.52,2.51,2.94,3.79,Public Utilities
CPSS,0.0,0.54,-0.26780000000000004,0.33840000000000003,4.75,0.29,0.63,3.07,Finance
CTRL,0.0,3.1,-0.028999999999999998,1.4093,64.31,0.94,2.02,3.61,Capital Goods
CPRT,0.0,7.19,-0.5082,0.0748,17.92,1.13,5.16,8.63,Consumer Durables
CORT,0.0,26.62,-0.0089,1.4828000000000001,112.75,0.83,14.21,6.14,Health Care
CORE,1.04,3.06,-0.3122,0.1463,31.46,1.73,0.14,6.8,Consumer Non-Durables
CRVL,0.0,6.29,-0.1211,0.5081,32.69,0.0,1.74,2.79,Finance
CSGP,0.0,5.05,-0.0059,0.4449,93.15,2.97,9.83,5.52,Miscellaneous
COST,1.14,7.75,-0.028999999999999998,0.2516,32.81,3.08,0.63,2.76,Consumer Services
ICBK,0.83,1.32,-0.2979,0.3023,15.42,0.0,3.83,3.87,Finance
CVTI,0.0,1.36,-0.2641,0.2349,26.01,4.24,0.48,4.63,Transportation
CRAI,1.66,1.34,-0.15869999999999998,0.4473,21.65,2.81,0.87,1.3,Miscellaneous
CBRL,2.77,6.64,-0.057,0.2682,20.01,2.28,1.36,12.62,Consumer Services
BREW,0.0,2.6,-0.24780000000000002,0.9570000000000001,295.61,4.91,1.48,9.95,Consumer Non-Durables
CACC,0.0,3.71,-0.0479,0.3565,12.53,1.45,5.32,29.19,Finance
CRTO,0.0,5.43,-0.0196,0.6723,47.04,1.13,1.78,6.75,Technology
CRWS,4.16,2.02,-0.248,0.0922,12.62,2.64,1.04,1.6,Basic Industries
CSGS,1.95,4.33,-0.2207,0.1277,21.34,3.64,1.71,2.84,Technology
CSPI,4.19,2.25,-0.08199999999999999,0.5131,18.53,0.0,0.41,0.16,Technology
CSWI,0.0,2.09,-0.1505,0.21539999999999998,55.55,2.14,1.77,3.97,Basic Industries
CSX,1.49,4.24,-0.005,1.2087999999999999,29.45,1.62,4.37,1.87,Transportation
CTIB,0.0,1.58,-0.22760000000000002,0.17170000000000002,30.26,0.0,0.32,0.98,Basic Industries
CTRP,0.0,2.69,-0.0252,0.4807,825.67,610.16,9.44,7.14,Miscellaneous
CUNB,0.0,1.94,-0.1017,0.6455,23.21,2.57,5.8,5.85,Finance
CUTR,0.0,5.5,-0.057999999999999996,1.2458,87.16,5.44,2.61,1.94,Health Care
CVBF,2.31,2.18,-0.1612,0.35479999999999995,21.08,1.94,7.52,12.91,Finance
CVV,0.0,2.148,-0.062380000000000005,0.7356199999999999,62.246,0.0,2.981,23.28,Technology
CYBR,0.0,5.19,-0.1736,0.1175,56.31,2.0,6.32,2.79,Technology
CYBE,0.0,3.1,-0.467,0.6529,17.06,1.21,2.6,1.36,Capital Goods
CYTK,0.0,6.4,-0.1802,0.7736,190.54,-0.38,6.2,7.13,Health Care
DJCO,0.0,2.0,-0.2516,0.0812,1400.0,0.0,7.39,24.94,Consumer Services
DAKT,3.07,2.01,-0.17809999999999998,0.5439,62.18,1.69,0.69,10.8,Consumer Durables
DAIO,0.0,3.71,-0.0601,2.8501999999999996,23.58,0.0,2.43,0.22,Capital Goods
PLAY,0.0,6.39,-0.0322,0.7565999999999999,31.45,2.26,2.78,4.45,Consumer Services
DFRG,0.0,1.63,-0.09570000000000001,0.30670000000000003,25.37,1.61,1.03,2.19,Consumer Services
TACO,0.0,1.33,-0.158,0.5302,23.54,1.96,1.08,5.55,Consumer Services
DGAS,2.76,2.69,-0.0374,0.3654,34.03,0.0,3.2,5.41,Public Utilities
XRAY,0.55,1.78,-0.0472,0.1404,40.36,2.71,3.73,4.86,Health Care
DHIL,0.0,4.11,-0.0766,0.18239999999999998,13.9,0.0,4.58,2.65,Finance
FANG,0.0,2.1,-0.1368,0.1885,2093.83,0.29,14.52,2.98,Energy
DGII,0.0,0.8,-0.34630000000000005,0.0278,21.17,1.15,1.27,2.5,Technology
DRAD,4.88,1.28,-0.3333,0.0933,132.26,2.14,0.66,1.43,Health Care
DCOM,2.89,1.27,-0.13699999999999998,0.205,21.37,12.29,4.8,4.73,Finance
DIOD,0.0,1.57,-0.0429,0.5556,70.0,0.82,1.31,5.4,Technology
DISCA,0.0,2.78,-0.1448,0.0934,13.53,0.98,1.73,9.31,Consumer Services
DISCB,0.0,2.77,-0.17370000000000002,0.06709999999999999,13.31,0.0,1.72,2.6,Consumer Services
DISCK,0.0,2.72,-0.13470000000000001,0.1257,13.21,0.9,1.69,2.2,Consumer Services
DISH,0.0,5.77,-0.0227,0.3336,21.65,-5.32,1.99,3.36,Consumer Services
DLHC,0.0,1.72,-0.2818,0.366,14.72,0.0,0.54,0.9,Technology
DNBF,0.88,1.4,-0.08960000000000001,0.3883,19.44,0.0,3.98,0.42,Finance
DLTR,0.0,3.45,-0.2167,0.079,20.71,1.3,0.9,1.56,Consumer Services
DGICA,3.53,0.95,-0.159,0.0766,17.87,1.74,0.61,2.02,Finance
DGICB,3.07,0.956,-0.31372,0.12157,17.986,0.0,0.611,5.61,Finance
DMLP,7.48,7.63,-0.1503,0.2944,18.62,0.0,11.75,4.55,Energy
DORM,0.0,4.53,-0.060700000000000004,0.6027,25.9,1.57,3.21,14.98,Capital Goods
DSPG,0.0,1.87,-0.1444,0.2565,58.7,7.26,1.96,2.29,Technology
DLTH,0.0,5.64,-0.4818,0.08439999999999999,29.98,1.11,1.67,10.8,Consumer Services
DXPE,0.0,2.53,-0.12480000000000001,1.7933000000000001,38.9,2.24,0.67,5.42,Capital Goods
DYSL,0.0,1.12,-0.22089999999999999,0.42700000000000005,6.48,0.0,0.53,1.32,Capital Goods
ETFC,0.0,1.6,-0.09140000000000001,0.6301,18.19,1.61,4.5,1.19,Finance
EBMT,1.69,1.2,-0.2021,0.5259,14.19,1.36,2.0,0.98,Finance
EGBN,0.0,2.27,-0.1107,0.2813,19.44,1.52,7.09,4.26,Finance
EGRX,0.0,6.76,-0.2279,1.1933,11.79,1.35,4.78,14.66,Health Care
EWBC,1.44,2.25,-0.041100000000000005,0.7514,16.19,1.46,7.15,2.04,Finance
EML,1.43,2.29,-0.0354,0.9059999999999999,21.68,0.0,1.37,0.13,Capital Goods
EVBS,1.11,1.14,-0.08199999999999999,0.5671,27.01,4.31,2.66,1.54,Finance
EBAY,0.0,3.27,-0.0113,0.565,5.03,2.47,4.21,2.16,Miscellaneous
EBIX,0.53,4.22,-0.1321,0.2634,18.71,1.91,5.8,29.89,Technology
SATS,0.0,1.47,-0.008199999999999999,0.6281,33.15,18.18,1.85,3.28,Technology
EEI,3.56,1.37,-0.0088,0.28,37.71,0.0,0.48,0.28,Consumer Services
EDAP,0.0,3.0172,-0.22582899999999997,0.245556,19.7359,4.9,2.092,4.03,Health Care
EDUC,4.97,2.04,-0.5041,0.152,14.09,0.0,0.31,11.58,Consumer Durables
LOCO,0.0,1.93,-0.0791,0.33380000000000004,29.89,1.33,1.35,6.99,Consumer Services
ESLT,1.55,3.23,-0.0031,0.368,22.47,1.79,1.57,2.41,Capital Goods
ERI,0.0,3.21,-0.028399999999999998,0.9296,43.82,6.21,1.76,9.98,Consumer Services
EA,0.0,8.65,-0.0178,0.5791,36.41,1.65,7.28,4.7,Technology
EFII,0.0,2.65,-0.0731,0.2048,46.85,1.07,2.23,18.17,Technology
ELSE,0.0,1.05,-0.1739,0.23379999999999998,62.3,0.0,1.84,5.92,Capital Goods
EBIO,0.0,1.11,-0.7570999999999999,0.19829999999999998,9.6,0.0,0.75,6.68,Health Care
ESBK,4.61,1.19,-0.09210000000000002,0.0919,16.03,0.0,2.5,1.7,Finance
EMCI,3.09,1.02,-0.1325,0.1642,15.02,3.75,0.9,2.06,Finance
EMCF,3.86,1.05,-0.11109999999999999,0.21739999999999998,14.58,0.0,2.46,2.31,Finance
EMKR,0.0,2.43,-0.0636,1.102,41.2,1.25,2.5,2.85,Technology
ECPG,0.0,1.65,-0.0305,1.1574,13.58,0.69,0.98,9.86,Finance
WIRE,0.2,1.45,-0.1729,0.2211,22.01,1.84,0.85,4.58,Capital Goods
ERII,0.0,6.26,-0.5201,0.1252,170.21,0.59,7.56,7.34,Technology
ESGR,0.0,1.29,-0.0915,0.2773,13.52,0.0,3.29,5.41,Finance
ENFC,0.0,1.13,-0.0348,0.35340000000000005,24.28,0.0,3.54,0.36,Finance
ENTG,0.0,3.62,-0.0645,0.7859999999999999,29.94,1.55,2.79,2.96,Consumer Non-Durables
EBTC,1.83,1.53,-0.2306,0.3771,17.06,0.0,3.31,6.74,Finance
EFSC,1.07,1.79,-0.1124,0.5936,16.93,1.76,5.8,1.48,Finance
PLUS,0.0,3.19,-0.4546,0.2061,21.36,4.05,0.83,2.76,Technology
EQIX,1.8,5.32,-0.012,0.40270000000000006,158.94,7.79,9.33,3.01,Consumer Services
EQFN,0.0,0.94,-0.033,0.25,30.15,0.0,3.41,0.11,Finance
EQBK,0.0,1.36,-0.1875,0.5598,27.76,0.0,5.57,2.74,Finance
ERIE,2.68,7.35,-0.0736,0.2473,28.79,2.87,3.76,5.91,Finance
ESCA,3.97,1.63,-0.2109,0.1959,14.87,0.89,1.02,6.1,Consumer Non-Durables
ESSA,2.44,0.88,-0.1301,0.1377,21.63,0.0,3.01,3.77,Finance
CLWT,0.0,0.43,-0.31329999999999997,0.7965000000000001,28.09,0.0,0.29,0.13,Consumer Durables
EEFT,0.0,4.65,-0.022099999999999998,0.2925,26.32,1.29,2.22,4.08,Finance
EVK,0.0,0.46,-0.1333,0.7219,4.74,0.0,0.1,2.08,Consumer Non-Durables
EVOL,8.22,2.07,-0.0702,0.7097,16.06,0.0,2.76,0.34,Technology
EXAC,0.0,1.83,-0.008100000000000001,0.3874,1283.33,2.32,1.68,3.72,Health Care
EXEL,0.0,47.73,-0.2213,2.0377,921.43,2.36,22.28,4.06,Health Care
EXFO,0.0,1.4,-0.20329999999999998,0.5961,35.51,4.39,1.07,0.29,Capital Goods
EXLS,0.0,3.11,-0.0548,0.2329,27.69,1.44,2.49,4.33,Miscellaneous
EXPE,0.77,5.37,-0.009899999999999999,0.49700000000000005,73.39,1.33,2.43,5.47,Consumer Services
EXPD,1.58,4.92,-0.08310000000000001,0.1392,22.63,3.73,1.54,10.01,Transportation
EXPO,1.4,5.44,-0.0818,0.3222,33.07,2.71,5.15,12.62,Consumer Services
ESRX,0.0,2.24,-0.2532,0.0339,10.83,0.72,0.36,6.67,Health Care
EZPW,0.0,0.76,-0.275,0.3898,38.84,3.39,0.64,9.97,Consumer Services
FFIV,0.0,6.9,-0.1494,0.1863,21.7,1.42,4.01,5.2,Technology
FB,0.0,7.07,-0.0096,0.4056,38.68,1.23,14.54,1.27,Technology
FANH,1.34,1.09,-0.1285,0.4572,23.93,0.0,0.77,1.02,Finance
FARM,0.0,2.49,-0.1744,0.10830000000000001,4.82,1.49,0.96,9.28,Consumer Non-Durables
FMAO,1.64,2.05,-0.063,1.0043,21.58,0.0,5.9,0.0,Finance
FFKT,1.03,1.55,-0.1355,0.4789,21.07,3.56,3.75,7.99,Finance
FMNB,1.24,1.7,-0.11289999999999999,0.6101,17.41,0.0,4.17,5.94,Finance
FARO,0.0,1.71,-0.11960000000000001,0.21899999999999997,90.64,4.28,1.78,5.62,Capital Goods
FAST,2.96,6.32,-0.17579999999999998,0.1531,24.84,2.58,3.11,9.59,Consumer Services
FBSS,2.63,1.24,-0.08199999999999999,0.2916,17.89,0.0,2.66,2.92,Finance
LION,2.21,1.54,-0.13269999999999998,0.4976,12.65,2.75,2.13,11.23,Finance
FSAM,12.82,10.63,-0.5444,0.0784,25.84,-0.46,0.77,1.43,Finance
FITB,2.29,1.22,-0.16260000000000002,0.5031,12.69,2.43,3.21,3.53,Finance
FITBI,5.71,1.44,-0.1128,0.1081,15.18,0.0,3.8,0.0,Finance
FNGN,0.72,3.05,-0.1607,0.6299,65.31,1.14,5.48,17.42,Finance
FISI,2.7,1.46,-0.1215,0.2663,14.67,1.82,3.5,1.36,Finance
FNSR,0.0,1.95,-0.3148,0.5303,21.49,0.69,1.96,2.05,Technology
FNJN,0.0,4.6,-0.1722,1.98,6.41,0.0,1.92,0.55,Miscellaneous
FBNC,1.12,1.44,-0.1202,0.6554000000000001,21.27,1.43,4.32,24.22,Finance
FNLC,3.62,1.57,-0.23129999999999998,0.2823,15.29,0.0,5.06,4.56,Finance
BUSE,2.5,1.83,-0.1052,0.4379,20.12,2.81,4.56,4.7,Finance
FBIZ,2.24,1.23,-0.1885,0.2297,14.6,1.64,2.95,3.71,Finance
FCAP,2.64,1.38,-0.09140000000000001,0.19640000000000002,15.59,0.0,3.67,1.63,Finance
FCFS,1.42,1.74,-0.0218,0.3505,27.12,2.07,1.91,7.28,Consumer Services
FCNCA,0.36,1.3,-0.1284,0.45880000000000004,16.68,0.0,2.88,3.62,Finance
FCBC,2.52,1.26,-0.196,0.2545,17.46,3.28,3.96,6.23,Finance
FCCO,1.69,1.72,-0.1189,0.5179,20.34,0.0,4.0,1.03,Finance
FCFP,0.0,1.87,-0.0863,0.6137,17.89,2.15,5.41,4.58,Finance
FBNK,1.36,1.47,-0.0691,0.6264,23.68,1.95,4.65,6.86,Finance
FDEF,1.93,1.48,-0.0754,0.4474,17.73,1.68,4.48,2.14,Finance
FFBC,2.64,1.82,-0.13419999999999999,0.43329999999999996,17.2,1.65,4.75,4.45,Finance
FFIN,1.92,3.0,-0.16269999999999998,0.3169,24.44,2.33,8.5,34.19,Finance
THFF,2.16,1.33,-0.1325,0.33640000000000003,16.61,0.0,4.16,1.9,Finance
FFNW,1.76,1.16,-0.2494,0.2703,19.42,1.69,4.51,3.26,Finance
FFWM,0.0,1.79,-0.084,0.5802,20.56,2.51,4.15,3.89,Finance
FGBI,2.51,1.532,-0.08327,0.64102,13.665,0.0,3.518,2.21,Finance
FHB,3.13,1.6,-0.2078,0.1588,17.71,2.88,5.88,0.46,Finance
INBK,0.9,1.1,-0.19699999999999998,0.198,12.22,0.0,3.37,5.04,Finance
FIBK,2.66,1.63,-0.21280000000000002,0.3497,16.3,1.79,4.02,10.66,Finance
FRME,1.77,1.8,-0.0602,0.7306999999999999,19.31,2.57,5.78,4.41,Finance
FMBH,1.44,1.43,-0.08990000000000001,0.4593,16.3,0.0,4.1,8.52,Finance
FMBI,1.59,1.29,-0.1293,0.418,19.97,2.4,4.9,1.28,Finance
FNWB,0.0,1.04,-0.042300000000000004,0.3293,37.52,0.0,5.21,5.38,Finance
FSFG,1.12,1.2789,-0.025741999999999998,0.432583,11.9758,0.0,3.6871,0.17,Finance
FSBK,1.02,1.46,-0.0115,0.5299,17.78,0.0,2.81,3.05,Finance
FUNC,0.0,1.0,-0.1298,0.5397,16.99,0.0,2.15,2.47,Finance
FUSB,0.73,0.86,-0.2563,0.34369999999999995,56.3,0.0,2.23,0.66,Finance
FSV,0.99,12.62,-0.0195,0.5964,56.72,2.15,1.45,1.43,Finance
FISV,0.0,10.94,-0.0058,0.337,31.0,1.97,4.75,3.49,Technology
FIVE,0.0,8.65,-0.0277,0.5024000000000001,40.48,1.59,2.87,10.5,Consumer Services
FLEX,0.0,3.44,-0.013999999999999999,0.47350000000000003,28.75,0.85,0.38,2.57,Technology
FLXS,1.6,1.73,-0.1938,0.33880000000000005,16.65,0.0,0.82,3.51,Consumer Durables
FLIR,1.63,2.93,-0.0222,0.311,24.68,1.25,2.98,0.96,Capital Goods
FFIC,2.59,1.54,-0.132,0.4639,11.9,3.99,3.54,5.72,Finance
FNBG,1.55,1.77,-0.0233,0.5,18.91,0.0,4.26,0.0,Finance
FOGO,0.0,1.31,-0.1818,0.3286,17.22,1.5,1.33,7.45,Consumer Services
FONR,0.0,2.28,-0.037599999999999995,0.5831000000000001,8.14,0.0,1.74,0.22,Health Care
FORM,0.0,2.48,-0.0069,1.0195999999999998,79.12,0.7,2.25,3.43,Technology
FORTY,2.32,1.7497,-0.063346,0.333337,33.0936,0.0,0.5223,2.38,Technology
FORR,1.94,5.26,-0.1092,0.1316,37.49,2.79,2.13,2.57,Consumer Services
FTNT,0.0,7.74,-0.044500000000000005,0.3851,171.7,2.07,5.23,3.28,Technology
FWRD,1.16,3.11,-0.0557,0.2897,55.21,1.78,1.57,6.16,Transportation
FORD,0.0,1.1916,-0.473886,0.088333,74.0067,0.0,0.3982,10.56,Consumer Non-Durables
FOSL,0.0,0.59,-0.6954,0.0172,22.02,2.29,0.19,6.04,Consumer Non-Durables
FOXF,0.0,6.16,-0.0235,1.0406,29.64,1.47,2.88,3.77,Consumer Non-Durables
FRAN,0.0,4.13,-0.4346,0.2985,11.61,1.11,0.99,8.04,Consumer Services
FELE,1.14,2.76,-0.1661,0.19940000000000002,22.17,1.75,1.85,5.89,Consumer Durables
RAIL,2.13,0.82,-0.07200000000000001,0.5529,803.81,-31.37,0.41,6.57,Capital Goods
FRPH,0.0,2.12,-0.050499999999999996,0.49479999999999996,68.35,-7.96,11.81,2.59,Finance
FSBW,1.01,1.5,-0.0461,0.7787000000000001,11.45,0.0,2.17,0.92,Finance
FSBC,0.0,0.897,-0.00881,0.29184,32.679,0.0,2.656,6.78,Finance
FORK,0.0,1.04,-0.1324,0.9107,6.42,0.0,0.49,0.14,Consumer Non-Durables
FULT,2.48,1.44,-0.1063,0.3942,18.39,-7.21,4.39,6.52,Finance
WILC,5.62,0.82,-0.028999999999999998,0.8059000000000001,31.16,0.0,1.1,0.33,Consumer Non-Durables
GAIA,0.0,1.79,-0.10890000000000001,0.8264,2.19,-0.42,8.56,6.74,Consumer Services
GLPG,0.0,4.76,-0.1274,0.6748999999999999,827.9,0.0,20.16,2.36,Health Care
GLPI,6.74,3.15,-0.0023,0.2541,21.33,7.96,8.24,8.36,Consumer Services
GPIC,0.0,1.35,-0.18719999999999998,0.16899999999999998,13.08,0.0,0.94,0.74,Consumer Non-Durables
GRMN,3.92,2.65,-0.0674,0.3337,14.97,5.02,3.23,9.99,Capital Goods
GENC,0.0,1.81,-0.0814,0.6631999999999999,26.78,0.0,3.11,2.58,Capital Goods
GNTX,1.9,2.76,-0.1343,0.3063,15.44,1.21,3.16,11.19,Capital Goods
THRM,0.0,2.74,-0.0455,0.4192,15.41,0.74,1.43,7.77,Capital Goods
GTWN,0.77,1.39,0.0,0.3218,121.5,0.0,3.99,0.13,Finance
GABC,1.68,2.08,-0.4286,0.0254,18.0,1.99,5.42,13.9,Finance
ROCK,0.0,2.18,-0.34340000000000004,0.0768,35.49,0.98,1.04,5.31,Capital Goods
GIII,0.0,0.96,-0.6068,0.1317,18.52,2.89,0.41,19.34,Consumer Non-Durables
GILD,3.22,4.13,-0.2741,0.0097,6.82,-1.4,2.9,1.35,Health Care
GBCI,2.53,2.24,-0.1378,0.3389,20.33,1.87,6.0,14.02,Finance
LAND,4.63,1.41,-0.12960000000000002,0.17980000000000002,311.67,14.09,6.89,1.77,Consumer Services
LANDP,6.19,3.2325,-0.025884,0.048144,716.8139,0.0,15.742,0.0,Consumer Services
GLBZ,3.49,0.94,-0.09960000000000001,0.146,27.76,0.0,2.74,0.81,Finance
GBLI,0.0,0.81,-0.073,0.8173,12.18,3.29,1.26,15.39,Finance
GBLIZ,0.0,0.54,-0.046799999999999994,0.0908,8.07,0.0,0.84,0.0,Finance
SELF,5.16,0.943,-0.15419,0.18333,117.233,0.0,6.502,0.7,Consumer Services
GSOL,0.0,3.17,-0.0229,1.7343000000000002,29.18,0.0,3.41,4.96,Consumer Services
GMLP,11.35,2.48,-0.213,0.2535,7.44,1.05,3.01,3.04,Consumer Services
GDEN,0.0,1.65,-0.096,0.8844,18.98,1.3,0.85,2.87,Consumer Services
GOV,7.82,1.69,-0.1109,0.239,32.56,16.93,5.93,12.09,Finance
LOPE,0.0,4.43,-0.0473,1.038,22.83,1.35,4.09,3.48,Consumer Services
GRVY,0.0,2.22,-0.5218,4.1095999999999995,17.83,0.0,1.12,0.98,Miscellaneous
GEC,0.0,1.14,-0.5214,0.1356,1.54,0.0,26.74,1.45,Technology
GSBC,1.77,1.59,-0.127,0.43560000000000004,14.91,2.58,3.78,2.48,Finance
GNBC,0.0,1.62,-0.035,1.4277000000000002,172.32,0.0,7.64,2.72,Finance
GRBK,0.0,1.25,-0.1041,0.5068,18.03,-0.32,1.19,22.72,Capital Goods
GPRE,2.2,0.99,-0.2647,0.2717,27.0,0.11,0.25,8.0,Basic Industries
GCBC,1.61,2.47,-0.0593,0.5455,18.95,0.0,5.97,20.02,Finance
GLRE,0.0,0.86,-0.15560000000000002,0.083,31.36,0.95,1.25,7.25,Finance
GRFS,1.81,6.9,-0.04,0.4968,47.84,1.32,6.33,3.17,Health Care
OMAB,3.84,6.33,-0.16760000000000003,0.4842,22.48,6.72,6.87,0.34,Transportation
GGAL,0.27,4.05,-0.0074,0.9156,14.29,0.52,3.34,4.92,Finance
GBNK,1.96,1.99,-0.0678,0.6241,22.3,3.52,5.95,2.85,Finance
GNTY,0.0,2.45,-0.056799999999999996,0.07,22.99,0.0,4.27,0.0,Finance
GFED,2.01,1.2336,-0.129973,0.208677,14.6901,0.0,3.5074,3.3,Finance
GURE,0.0,0.24,-0.3345,0.2887,2.26,0.0,0.59,0.33,Basic Industries
HLG,0.0,1.38,-0.275,0.085,9.44,0.0,1.88,0.14,Consumer Services
HNRG,2.11,1.0,-0.2683,0.9266,16.65,0.0,0.83,0.82,Energy
HALL,0.0,0.72,-0.11410000000000001,0.1274,31.78,3.03,0.51,3.86,Finance
HBK,0.0,0.78,-0.0513,0.1103,314.89,0.0,3.67,8.75,Finance
HBHC,2.02,1.45,-0.0525,0.9722,19.66,2.16,4.65,4.11,Finance
HAFC,2.75,1.64,-0.2329,0.2655,15.99,1.9,4.43,3.45,Finance
HQCL,0.0,1.33,-0.5375,0.1642,5.85,0.57,0.25,23.03,Technology
HONE,0.0,1.86,-0.0616,0.6057,73.16,0.0,4.85,12.49,Finance
HDNG,0.66,0.99,-0.0443,0.466,416.55,0.0,0.54,4.23,Capital Goods
HAS,2.19,7.03,-0.0058,0.36869999999999997,23.16,2.93,2.58,4.87,Consumer Non-Durables
HA,0.0,3.86,-0.18309999999999998,0.4341,12.16,7.52,1.08,3.77,Transportation
HWKN,1.77,2.3,-0.1423,0.2284,21.35,0.0,1.02,2.17,Consumer Durables
HWBK,1.35,1.2755,-0.11183199999999999,0.545651,15.7633,0.0,2.401,4.3,Finance
HAYN,2.43,1.46,-0.25079999999999997,0.3041,136.75,5.88,1.11,9.04,Capital Goods
HDS,0.0,8.67,-0.0742,0.37799999999999995,42.69,3.52,1.12,1.68,Consumer Services
HIIQ,0.0,3.52,-0.0451,4.8602,19.68,1.42,1.27,2.16,Finance
HCSG,1.59,9.67,-0.0177,0.3529,43.23,2.38,2.18,17.36,Health Care
HQY,0.0,10.48,-0.0806,0.7876000000000001,102.91,2.68,15.41,5.12,Miscellaneous
HSTM,0.0,3.12,-0.0581,0.3626,255.18,7.95,3.91,15.72,Technology
HTLD,0.41,3.16,-0.1454,0.1716,28.81,2.26,2.82,10.58,Transportation
HTLF,0.97,1.54,-0.1387,0.3993,14.75,1.55,3.1,4.44,Finance
HEBT,0.0,2.0,-0.3272,0.5229,8.14,0.0,2.3,0.26,Capital Goods
HSII,2.33,1.62,-0.179,0.3709,28.97,1.83,0.71,0.97,Technology
HELE,0.0,2.38,-0.1524,0.1613,17.86,0.9,1.58,4.52,Consumer Durables
HMTV,0.0,1.74,-0.1567,0.0681,25.68,0.0,3.41,13.08,Consumer Services
HNNA,1.82,2.54,-0.6228,0.0276,7.68,0.0,2.16,2.68,Finance
HSIC,0.0,5.22,-0.0063,0.2493,27.76,2.48,1.23,5.04,Health Care
HTBK,2.94,1.96,-0.0915,0.36329999999999996,18.58,1.75,5.08,2.33,Finance
HFWA,2.17,1.46,-0.1209,0.46340000000000003,18.36,1.79,4.45,2.12,Finance
HCCI,0.0,1.7,-0.0955,0.3515,27.65,1.04,1.0,5.03,Basic Industries
MLHR,2.15,3.26,-0.13470000000000001,0.16899999999999998,14.54,0.3,0.83,3.66,Consumer Durables
HSKA,0.0,7.5,-0.1166,2.0183,52.17,2.96,5.23,0.85,Health Care
HIBB,0.0,1.5,-0.48090000000000005,0.043899999999999995,9.75,2.21,0.52,6.77,Consumer Services
HPJ,0.0,1.4,-0.24170000000000003,1.6149,7.71,0.0,0.36,0.41,Miscellaneous
HIHO,7.89,1.2,-0.2901,0.11289999999999999,25.18,0.0,0.67,0.63,Capital Goods
HIMX,1.92,2.48,-0.39,0.3689,29.43,5.42,1.5,2.58,Technology
HMNF,0.0,0.94,-0.0695,0.3594,14.38,0.0,2.12,0.04,Finance
HMSY,0.0,2.72,-0.2475,0.133,46.31,1.57,3.11,2.96,Miscellaneous
HOLI,1.22,1.43,-0.3104,0.07690000000000001,12.17,2.26,2.24,2.99,Energy
HOLX,0.0,4.35,-0.058600000000000006,0.3281,15.54,2.2,4.21,2.09,Health Care
HBCP,1.57,1.42,-0.10339999999999999,0.43939999999999996,14.43,0.0,3.68,1.12,Finance
HOMB,1.5,2.39,-0.195,0.3046,18.43,3.51,7.09,15.87,Finance
HFBL,1.29,1.13,-0.0632,0.3208,14.71,0.0,3.07,27.75,Finance
HMST,0.0,1.15,-0.1884,0.4594,11.57,1.26,1.45,4.27,Finance
HMTA,0.0,1.22,-0.0727,0.1724,28.18,0.0,3.18,0.41,Finance
HTBI,0.0,1.2,-0.0739,0.4497,42.53,3.13,4.58,1.89,Finance
HOFT,1.15,2.44,-0.10189999999999999,1.0626,19.2,0.89,0.84,3.63,Consumer Durables
